"","EUK.BLANK","EUK.ExrNTC","EUK.ExrPTC","EUK.LH.MD9.0000","EUK.LH.MD9.0250","EUK.LH.MD9.0450","EUK.LH.MD9.0700","EUK.LH.MD9.0900","EUK.LH.MD9.1150","EUK.NM.MD9.1849","EUK.NM.MD9.2050","EUK.NM.MD9.2250","EUK.NM.MD9.2450","EUK.NM.MD9.2650","EUK.TubNTC","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"ASV_5903",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"ASV_5903","Low","376150","Bacteria","Myxococcota","Myxococcia","Myxococcales","","Paraliomyxa","Paraliomyxa miuraensis"
"ASV_5904",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_5904","Low","138669","Eukaryota","","Bigyra","Amphitremida","","Diplophrys","Diplophrys sp. ATCC_50360"
"ASV_5905",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_5905","Low","258836","Eukaryota","","Choanoflagellata","Acanthoecida","Stephanoecidae","Calliacantha","Calliacantha sp. CEE-2003"
"ASV_5906",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_5906","Low","66471","Eukaryota","","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Lepidodinium","Lepidodinium viride"
"ASV_5907",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5907","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5908",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5908","Low","2884958","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Centropagidae","Sinocalanus","Sinocalanus sp."
"ASV_5909",0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,"ASV_5909","Low","2661630","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Venatoribacter","Venatoribacter cucullus"
"ASV_5910",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"ASV_5910","Low","573134","Bacteria","Planctomycetota","Planctomycetia","","","","Planctomycetia bacterium WSF3-27"
"ASV_5911",0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5912",0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,"ASV_5912","Low","315201","Eukaryota","Ascomycota","Leotiomycetes","Helotiales","Cenangiaceae","Heyderia","Heyderia abietis"
"ASV_5913",0,0,0,0,0,3,0,3,0,1,3,0,0,1,0,"ASV_5913","Low","1742923","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Thermoguttaceae","Thermostilla","Thermostilla marina"
"ASV_5914",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_5914","Low","1654978","Eukaryota","Evosea","Variosea","","","Angulamoeba","Angulamoeba microcystivorans"
"ASV_5915",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_5915","High","715297","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Ganymedidae","Ganymedes","Ganymedes themistos"
"ASV_5916",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5917",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5917","Low","1503927","Eukaryota","Euglenozoa","","Diplonemea","Hemistasiidae","Hemistasia","Hemistasia phaeocysticola"
"ASV_5918",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5918","Low","262243","Eukaryota","Endomyxa","Ascetosporea","Haplosporida","","","Haplosporidian parasite of Pandalus platyceros"
"ASV_5919",0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,"ASV_5919","Low","103481","Eukaryota","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus variabilis"
"ASV_5920",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5920","Low","1400387","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae","Bythopirellula","Bythopirellula goksoeyrii"
"ASV_5921",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5922",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5922","Low","980251","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Mariniblastus","Mariniblastus fucicola"
"ASV_5923",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5923","Low","2819933","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Leptolyngbyaceae","Leptolyngbya","Leptolyngbya sp. 15MV"
"ASV_5924",0,0,0,4,0,1,1,1,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5925",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,"ASV_5925","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5926",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ASV_5926","Low","913418","Eukaryota","Microsporidia","","","Glugeidae","Loma","Loma branchialis"
"ASV_5927",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ASV_5927","High-MH","None","Eukaryota",NA,NA,NA,NA,NA,NA
"ASV_5928",0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,"ASV_5928","Low","672125","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium","Oblongichytrium sp. HK9"
"ASV_5929",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ASV_5929","Low","1523459","Eukaryota","","Dinophyceae","Suessiales","Biecheleriaceae","Biecheleria","Biecheleria tirezensis"
"ASV_5930",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5931",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ASV_5931","Low","1709941","Eukaryota","","","","","","fungal sp."
"ASV_5932",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"ASV_5932","Low","2819933","Bacteria","Cyanobacteriota","Cyanophyceae","Pseudanabaenales","Leptolyngbyaceae","Leptolyngbya","Leptolyngbya sp. 15MV"
"ASV_5933",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"ASV_5933","Low","3708","Eukaryota","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Brassica","Brassica napus"
"ASV_5934",0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,"ASV_5934","High-MH","None","Eukaryota","Chlorophyta","Trebouxiophyceae","","","Choricystis",NA
"ASV_5935",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"ASV_5935","Low","308426","Eukaryota","Apicomplexa","Aconoidasida","Piroplasmida","Babesiidae","Babesia","Babesia capreoli"
"ASV_5936",0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5937",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_5937","Low","2823257","Eukaryota","","","Ancyromonadida","","","Ancyromonadida sp. GTor-2021b"
"ASV_5938",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_5938","Low","2588357","Eukaryota","Endomyxa","","Vampyrellida","Vampyrellidae","","Vampyrellidae sp."
"ASV_5939",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5939","Low","1921132","Eukaryota","Euglenozoa","","Diplonemea","Diplonemidae","Diplonema","Diplonema sp."
"ASV_5940",0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5941",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5942",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5942","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5943",0,0,0,0,1,0,4,2,1,0,0,0,0,0,0,"ASV_5943","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5944",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5945",0,0,0,3,0,1,1,2,2,0,0,0,0,0,0,"ASV_5945","Low","753684","Eukaryota","Rhodophyta","Compsopogonophyceae","Erythropeltidales","Erythrotrichiaceae","Madagascaria","Madagascaria erythrocladioides"
"ASV_5946",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"ASV_5946","Low","1936003","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","Anaerohalosphaeraceae","Anaerohalosphaera","Anaerohalosphaera lusitana"
"ASV_5947",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ASV_5947","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5948",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5949",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_5949","Low","88552","Eukaryota","","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","Amoebophrya sp."
"ASV_5950",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"ASV_5950","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5951",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_5951","Low","1035125","Eukaryota","Gastrotricha","","Macrodasyida","Thaumastodermatidae","Thaumastoderma","Thaumastoderma ramuliferum"
"ASV_5952",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5953",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5954",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ASV_5954","Low","1618937","Bacteria","","","","","","Parcubacteria group bacterium GW2011_GWD1_40_9"
"ASV_5955",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5956",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"ASV_5956","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5957",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5957","Low","2030826","Eukaryota","Endomyxa","Phytomyxea","Phagomyxida","","Maullinia","Maullinia braseltonii"
"ASV_5958",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5958","High","160623","Eukaryota","","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Adenoides","Adenoides eludens"
"ASV_5959",0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5960",0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5961",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_5961","Low","90923","Eukaryota","Xenacoelomorpha","","Acoela","Actinoposthiidae","Atriofronta","Atriofronta polyvacuola"
"ASV_5962",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_5962","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5963",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5963","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5964",0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,"ASV_5964","Low","240580","Eukaryota","Euglenozoa","Kinetoplastea","Neobodonida","","Klosteria","Klosteria bodomorphis"
"ASV_5965",0,0,0,6,3,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5966",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_5966","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5967",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5968",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ASV_5968","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5969",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5969","Low","1165209","Bacteria","","","","","","bacterium WH5-6"
"ASV_5970",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ASV_5970","High","156133","Eukaryota","Prasinodermophyta","Prasinodermophyceae","Prasinodermales","Prasinodermaceae","Prasinoderma","Prasinoderma coloniale"
"ASV_5971",0,0,0,2,0,2,0,2,0,1,0,0,0,0,0,"ASV_5971","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5972",0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,"ASV_5972","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5973",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5974",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5974","Low","1331910","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Thermoguttaceae","Thermogutta","Thermogutta terrifontis"
"ASV_5975",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5975","Low","2945","Eukaryota","","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum micans"
"ASV_5976",0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5977",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,"ASV_5977","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5978",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5978","Low","2849679","Eukaryota","","Chrysophyceae","Chromulinales","Chromulinaceae","Spumella","Spumella benthica"
"ASV_5979",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_5979","High","2026338","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Alkalilacustris","Alkalilacustris brevis"
"ASV_5980",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5981",0,0,0,2,0,6,3,0,0,0,0,0,0,0,0,"ASV_5981","Low","2939382","Eukaryota","Euglenozoa","Kinetoplastea","Neobodonida","","Avlakibodo","Avlakibodo gracilis"
"ASV_5982",0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,"ASV_5982","Low","138669","Eukaryota","","Bigyra","Amphitremida","","Diplophrys","Diplophrys sp. ATCC_50360"
"ASV_5983",0,0,0,1,2,4,0,1,0,0,0,0,0,0,0,"ASV_5983","Low","1869227","Bacteria","","","","","","bacterium"
"ASV_5984",0,0,0,3,1,5,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5985",0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,"ASV_5985","Low","1742923","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Thermoguttaceae","Thermostilla","Thermostilla marina"
"ASV_5986",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"ASV_5986","Low","408072","Eukaryota","Ciliophora","Odontostomatea","Odontostomatida","Epalxellidae","Epalxella","Epalxella antiquorum"
"ASV_5987",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"ASV_5987","Low","2030824","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","Phycisphaera sp."
"ASV_5988",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"ASV_5988","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5989",0,0,0,1,1,3,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5990",0,0,0,0,3,0,1,1,0,3,0,1,1,0,0,"ASV_5990","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5991",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"ASV_5991","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5992",0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,"ASV_5992","Low","42893","Eukaryota","","Ichthyosporea","Dermocystida","","Sphaerothecum","Sphaerothecum destruens"
"ASV_5993",0,0,0,0,1,3,4,0,0,4,0,0,0,0,0,"ASV_5993","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5994",0,0,0,0,1,5,1,3,0,2,1,0,0,0,0,"ASV_5994","Low","495356","Eukaryota","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Ophion","Ophion costatus"
"ASV_5995",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"ASV_5995","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_5996",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_5997",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ASV_5997","Low","2030824","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","Phycisphaera sp."
"ASV_5998",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"ASV_5998","Low","2508687","Bacteria","Pseudomonadota","Gammaproteobacteria","","","Candidatus Thioglobus","Candidatus Thioglobus sp. NP1"
"ASV_5999",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6000",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"ASV_6000","Low","2231053","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","Bdellovibrio","Bdellovibrio sp. ZAP7"
"ASV_6001",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_6001","High","49266","Eukaryota","","Phaeophyceae","Fucales","Fucaceae","Fucus","Fucus vesiculosus"
"ASV_6002",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_6002","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_6003",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6004",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_6004","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_6005",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_6005","Low","380000","Bacteria","Pseudomonadota","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","","Rhodocyclaceae bacterium FTL9"
"ASV_6006",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6007",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6008",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_6008","High","76773","Eukaryota","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia globosa"
"ASV_6009",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_6009","Low","2723666","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","","","Planctomycetales bacterium ZRK34"
"ASV_6010",0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6011",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_6011","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_6012",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_6012","Low","75913","Eukaryota","Nematoda","Chromadorea","Rhabditida","Strongyloididae","Strongyloides","Strongyloides venezuelensis"
"ASV_6013",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_6013","Low","1861759","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","","","Chlorellales sp. LH10HG7090"
"ASV_6014",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_6014","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_6015",0,0,0,0,2,1,3,2,2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6016",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_6016","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_6017",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_6017","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_6018",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_6018","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_6019",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6020",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6021",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_6021","Low","79874","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","","planctomycete str. 116"
"ASV_6022",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_6022","High-MH","None","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","Bdellovibrio",NA
"ASV_6023",0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,"ASV_6023","Low","2527984","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Bremerella","Bremerella volcania"
"ASV_6024",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_6024","Low-MH-S","1312089;1312103;1312105","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium",NA
"ASV_6025",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_6025","Low","1936003","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","Anaerohalosphaeraceae","Anaerohalosphaera","Anaerohalosphaera lusitana"
"ASV_6026",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ASV_6026","Low","1869227","Bacteria","","","","","","bacterium"
"ASV_6027",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_6027","Low","1851148","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","Sedimentisphaeraceae","Limihaloglobus","Limihaloglobus sulfuriphilus"
"ASV_6028",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ASV_6028","Low","2792763","Eukaryota","","Bigyra","Amphifilida","","Sorodiplophrys","Sorodiplophrys sp."
"ASV_6029",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6030",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6031",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6032",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ASV_6032","Low","88552","Eukaryota","","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","Amoebophrya sp."
"ASV_6033",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ASV_6033","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_6034",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ASV_6034","Low","2026747","Archaea","Candidatus Heimdallarchaeota","","","","","Candidatus Heimdallarchaeota archaeon"
"ASV_6035",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6036",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_6036","Low","1192854","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Granulosicoccaceae","Granulosicoccus","Granulosicoccus antarcticus"
"ASV_6037",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,"ASV_6037","Low","1619072","Bacteria","","","","","","candidate division TM6 bacterium GW2011_GWA2_36_9"
"ASV_6038",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ASV_6038","Low","1889235","Eukaryota","Euglenozoa","","Diplonemea","","","Diplonemida sp. 9sb RG-2016"
"ASV_6039",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6040",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6041",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,"ASV_6041","Low","2599941","Bacteria","Bdellovibrionota","Oligoflexia","","","","Oligoflexia bacterium"
"ASV_6042",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"ASV_6042","Low","2783686","Eukaryota","Apicomplexa","Conoidasida","Corallicolida","Corallicolidae","Anthozoaphila","Anthozoaphila gnarlus"
"ASV_6043",0,0,0,3,1,2,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6044",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"ASV_6044","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_6045",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6046",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_6046","Low","1379270","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas phototrophica"
"ASV_6047",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_6047","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_6048",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_6048","Low","2792763","Eukaryota","","Bigyra","Amphifilida","","Sorodiplophrys","Sorodiplophrys sp."
"ASV_6049",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"ASV_6049","Low","980254","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Roseimaritima","Roseimaritima ulvae"
"ASV_6050",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_6050","Low","47880","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas fulva"
"ASV_6051",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_6051","Low","1921132","Eukaryota","Euglenozoa","","Diplonemea","Diplonemidae","Diplonema","Diplonema sp."
"ASV_6052",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6053",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_6054",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_6054","Low","2910168","Bacteria","Gemmatimonadota","Longimicrobiia","Longimicrobiales","","","Longimicrobiales bacterium"
"ASV_6055",0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,"ASV_6055","Low","285091","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alloalcanivorax","Alloalcanivorax dieselolei"
"ASV_6056",0,0,0,5,1,0,2,2,2,0,0,1,0,0,0,"ASV_6056","Low","671143","Bacteria","candidate division NC10","","","","Candidatus Methylomirabilis","Candidatus Methylomirabilis oxyfera"
"ASV_6057",0,0,0,3,0,2,1,2,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
